question_id,question_text,topic,average_score,correct_rate,score_variance,difficulty_label
3755,Evaluate the classification rule in Networks with example scenario 3754.,Networks,4.71,0.608,1.953,Medium
3756,Compute the data normalization in Statistics with example scenario 3755.,Statistics,3.13,0.36,0.909,Hard
3757,Evaluate the classification rule in Calculus with example scenario 3756.,Calculus,6.61,0.937,0.8,Easy
3758,Compare the primary formula in Thermodynamics with example scenario 3757.,Thermodynamics,3.56,0.431,0.728,Medium
3759,Explain the time complexity in Computer Science with example scenario 3758.,Computer Science,1.01,0.14,1.063,Hard
3760,Prove the optimization technique in Databases with example scenario 3759.,Databases,8.07,0.871,2.023,Easy
3761,Prove the regression model in Thermodynamics with example scenario 3760.,Thermodynamics,3.41,0.489,2.432,Medium
3762,Compare the core principle in Databases with example scenario 3761.,Databases,0.97,0.102,0.899,Hard
3763,Determine the primary formula in Electromagnetism with example scenario 3762.,Electromagnetism,6.92,0.939,1.381,Easy
3764,Identify the optimization technique in Statistics with example scenario 3763.,Statistics,5.34,0.64,1.136,Medium
3765,Evaluate the standard method in Chemistry with example scenario 3764.,Chemistry,2.33,0.261,0.585,Hard
3766,Explain the classification rule in Microeconomics with example scenario 3765.,Microeconomics,5.89,0.752,0.764,Easy
3767,Derive the logical equivalence in Operating Systems with example scenario 3766.,Operating Systems,4.29,0.626,1.366,Medium
3768,Illustrate the main application in Computer Science with example scenario 3767.,Computer Science,1.29,0.157,0.732,Hard
3769,Derive the primary formula in Linear Algebra with example scenario 3768.,Linear Algebra,4.68,0.755,2.409,Easy
3770,Compute the key assumption in Biology with example scenario 3769.,Biology,3.96,0.448,0.636,Medium
3771,Explain the standard method in Statistics with example scenario 3770.,Statistics,1.05,0.131,1.43,Hard
3772,Analyze the logical equivalence in Microeconomics with example scenario 3771.,Microeconomics,9.19,0.94,2.059,Easy
3773,Compare the optimization technique in Biology with example scenario 3772.,Biology,4.73,0.605,1.212,Medium
3774,Explain the core principle in Computer Science with example scenario 3773.,Computer Science,3.15,0.375,1.658,Hard
3775,Derive the main application in Machine Learning with example scenario 3774.,Machine Learning,4.92,0.796,2.39,Easy
3776,Analyze the time complexity in Calculus with example scenario 3775.,Calculus,3.94,0.507,0.729,Medium
3777,Illustrate the optimization technique in Networks with example scenario 3776.,Networks,2.1,0.343,2.168,Hard
3778,Compare the key assumption in Biology with example scenario 3777.,Biology,7.43,0.778,1.96,Easy
3779,Analyze the key assumption in Calculus with example scenario 3778.,Calculus,3.77,0.456,1.125,Medium
3780,Derive the primary formula in Databases with example scenario 3779.,Databases,1.43,0.152,1.307,Hard
3781,Evaluate the logical equivalence in Macroeconomics with example scenario 3780.,Macroeconomics,5.54,0.83,1.266,Easy
3782,Analyze the regression model in Databases with example scenario 3781.,Databases,5.19,0.696,2.403,Medium
3783,Compare the primary formula in Linear Algebra with example scenario 3782.,Linear Algebra,2.46,0.374,0.855,Hard
3784,Prove the fundamental theorem in Linear Algebra with example scenario 3783.,Linear Algebra,6.99,0.923,0.509,Easy
3785,Analyze the core principle in Chemistry with example scenario 3784.,Chemistry,4.14,0.493,2.099,Medium
3786,Derive the logical equivalence in Chemistry with example scenario 3785.,Chemistry,0.9,0.139,2.344,Hard
3787,Compute the fundamental theorem in Electromagnetism with example scenario 3786.,Electromagnetism,7.52,0.9,2.038,Easy
3788,Illustrate the space complexity in Microeconomics with example scenario 3787.,Microeconomics,4.93,0.546,1.244,Medium
3789,Determine the data normalization in Thermodynamics with example scenario 3788.,Thermodynamics,1.52,0.171,1.339,Hard
3790,Illustrate the main application in Chemistry with example scenario 3789.,Chemistry,7.0,0.946,2.343,Easy
3791,Derive the logical equivalence in Databases with example scenario 3790.,Databases,5.0,0.717,2.096,Medium
3792,Determine the space complexity in Discrete Mathematics with example scenario 3791.,Discrete Mathematics,2.19,0.226,1.4,Hard
3793,Analyze the standard method in Biology with example scenario 3792.,Biology,7.07,0.899,0.956,Easy
3794,Identify the main application in Physics with example scenario 3793.,Physics,3.6,0.468,2.011,Medium
3795,Explain the optimization technique in Databases with example scenario 3794.,Databases,2.41,0.275,1.065,Hard
3796,Identify the regression model in Genetics with example scenario 3795.,Genetics,5.23,0.846,2.135,Easy
3797,Derive the core principle in Electromagnetism with example scenario 3796.,Electromagnetism,5.62,0.737,0.522,Medium
3798,Illustrate the time complexity in Electromagnetism with example scenario 3797.,Electromagnetism,1.28,0.149,1.724,Hard
3799,Compute the logical equivalence in Chemistry with example scenario 3798.,Chemistry,6.37,0.908,2.027,Easy
3800,Evaluate the classification rule in Chemistry with example scenario 3799.,Chemistry,4.62,0.634,1.591,Medium
3801,Evaluate the fundamental theorem in Macroeconomics with example scenario 3800.,Macroeconomics,1.12,0.143,2.262,Hard
3802,Derive the regression model in Genetics with example scenario 3801.,Genetics,7.8,0.834,1.681,Easy
3803,Analyze the fundamental theorem in Networks with example scenario 3802.,Networks,3.87,0.465,1.512,Medium
3804,Illustrate the key assumption in Biology with example scenario 3803.,Biology,1.4,0.216,1.333,Hard
3805,Analyze the time complexity in Computer Science with example scenario 3804.,Computer Science,4.89,0.765,1.332,Easy
3806,Explain the core principle in Data Structures with example scenario 3805.,Data Structures,4.89,0.504,1.251,Medium
3807,Identify the primary formula in Chemistry with example scenario 3806.,Chemistry,2.6,0.32,1.908,Hard
3808,Identify the main application in Machine Learning with example scenario 3807.,Machine Learning,7.83,0.802,1.56,Easy
3809,Explain the key assumption in Discrete Mathematics with example scenario 3808.,Discrete Mathematics,5.1,0.683,0.7,Medium
3810,Explain the time complexity in Operating Systems with example scenario 3809.,Operating Systems,1.78,0.295,1.451,Hard
3811,Identify the probability distribution in Operating Systems with example scenario 3810.,Operating Systems,6.71,0.789,2.459,Easy
3812,Illustrate the probability distribution in Biology with example scenario 3811.,Biology,5.17,0.558,1.516,Medium
3813,Identify the standard method in Networks with example scenario 3812.,Networks,2.37,0.244,2.28,Hard
3814,Identify the time complexity in Macroeconomics with example scenario 3813.,Macroeconomics,6.52,0.907,1.59,Easy
3815,Analyze the logical equivalence in Statistics with example scenario 3814.,Statistics,3.7,0.476,1.468,Medium
3816,Compute the fundamental theorem in Calculus with example scenario 3815.,Calculus,3.27,0.341,1.329,Hard
3817,Evaluate the primary formula in Statistics with example scenario 3816.,Statistics,7.12,0.754,0.849,Easy
3818,Evaluate the space complexity in Statistics with example scenario 3817.,Statistics,3.73,0.611,1.299,Medium
3819,Compute the space complexity in Genetics with example scenario 3818.,Genetics,2.47,0.386,1.347,Hard
3820,Determine the main application in Machine Learning with example scenario 3819.,Machine Learning,7.8,0.811,2.239,Easy
3821,Compare the core principle in Macroeconomics with example scenario 3820.,Macroeconomics,3.04,0.481,1.754,Medium
3822,Determine the primary formula in Genetics with example scenario 3821.,Genetics,1.72,0.198,0.564,Hard
3823,Evaluate the optimization technique in Databases with example scenario 3822.,Databases,6.8,0.777,0.925,Easy
3824,Analyze the primary formula in Linear Algebra with example scenario 3823.,Linear Algebra,4.31,0.692,0.931,Medium
3825,Evaluate the time complexity in Discrete Mathematics with example scenario 3824.,Discrete Mathematics,3.02,0.39,1.906,Hard
3826,Analyze the logical equivalence in Statistics with example scenario 3825.,Statistics,6.64,0.787,1.952,Easy
3827,Compute the data normalization in Data Structures with example scenario 3826.,Data Structures,4.72,0.507,1.707,Medium
3828,Illustrate the logical equivalence in Machine Learning with example scenario 3827.,Machine Learning,1.75,0.213,1.654,Hard
3829,Illustrate the main application in Electromagnetism with example scenario 3828.,Electromagnetism,5.96,0.783,1.187,Easy
3830,Evaluate the standard method in Discrete Mathematics with example scenario 3829.,Discrete Mathematics,4.85,0.536,1.465,Medium
3831,Compare the fundamental theorem in Discrete Mathematics with example scenario 3830.,Discrete Mathematics,2.68,0.373,1.331,Hard
3832,Compute the core principle in Macroeconomics with example scenario 3831.,Macroeconomics,7.42,0.907,1.594,Easy
3833,Analyze the time complexity in Data Structures with example scenario 3832.,Data Structures,3.17,0.418,1.041,Medium
3834,Identify the optimization technique in Chemistry with example scenario 3833.,Chemistry,2.82,0.39,2.269,Hard
3835,Prove the logical equivalence in Physics with example scenario 3834.,Physics,6.52,0.885,1.587,Easy
3836,Prove the standard method in Physics with example scenario 3835.,Physics,6.54,0.686,0.821,Medium
3837,Evaluate the classification rule in Data Structures with example scenario 3836.,Data Structures,1.45,0.198,0.584,Hard
3838,Determine the fundamental theorem in Logic with example scenario 3837.,Logic,8.19,0.87,1.263,Easy
3839,Compare the key assumption in Chemistry with example scenario 3838.,Chemistry,5.55,0.652,1.251,Medium
3840,Analyze the regression model in Databases with example scenario 3839.,Databases,1.25,0.141,2.209,Hard
3841,Evaluate the time complexity in Chemistry with example scenario 3840.,Chemistry,5.39,0.887,0.932,Easy
3842,Illustrate the classification rule in Operating Systems with example scenario 3841.,Operating Systems,3.51,0.424,2.013,Medium
3843,Analyze the time complexity in Thermodynamics with example scenario 3842.,Thermodynamics,1.23,0.132,1.611,Hard
3844,Illustrate the classification rule in Machine Learning with example scenario 3843.,Machine Learning,8.78,0.888,0.667,Easy
3845,Identify the primary formula in Operating Systems with example scenario 3844.,Operating Systems,4.59,0.706,1.286,Medium
3846,Analyze the fundamental theorem in Macroeconomics with example scenario 3845.,Macroeconomics,3.34,0.347,1.513,Hard
3847,Prove the regression model in Computer Science with example scenario 3846.,Computer Science,7.68,0.869,2.166,Easy
3848,Evaluate the standard method in Databases with example scenario 3847.,Databases,4.07,0.441,1.463,Medium
3849,Identify the space complexity in Genetics with example scenario 3848.,Genetics,1.78,0.231,1.518,Hard
3850,Derive the space complexity in Databases with example scenario 3849.,Databases,7.69,0.939,2.406,Easy
3851,Determine the fundamental theorem in Biology with example scenario 3850.,Biology,4.1,0.461,2.124,Medium
3852,Evaluate the logical equivalence in Electromagnetism with example scenario 3851.,Electromagnetism,2.5,0.297,1.63,Hard
3853,Evaluate the optimization technique in Biology with example scenario 3852.,Biology,8.56,0.922,0.745,Easy
3854,Determine the fundamental theorem in Microeconomics with example scenario 3853.,Microeconomics,5.28,0.689,1.007,Medium
3855,Compute the logical equivalence in Machine Learning with example scenario 3854.,Machine Learning,2.72,0.352,2.117,Hard
3856,Compare the data normalization in Macroeconomics with example scenario 3855.,Macroeconomics,4.83,0.803,1.491,Easy
3857,Evaluate the probability distribution in Linear Algebra with example scenario 3856.,Linear Algebra,3.91,0.434,1.052,Medium
3858,Derive the time complexity in Machine Learning with example scenario 3857.,Machine Learning,1.45,0.229,1.073,Hard
3859,Determine the optimization technique in Operating Systems with example scenario 3858.,Operating Systems,5.99,0.906,1.794,Easy
3860,Compute the primary formula in Electromagnetism with example scenario 3859.,Electromagnetism,6.21,0.712,2.122,Medium
3861,Determine the optimization technique in Physics with example scenario 3860.,Physics,0.92,0.132,2.289,Hard
3862,Analyze the logical equivalence in Networks with example scenario 3861.,Networks,7.64,0.893,1.828,Easy
3863,Analyze the data normalization in Physics with example scenario 3862.,Physics,3.34,0.541,2.069,Medium
3864,Analyze the main application in Logic with example scenario 3863.,Logic,2.34,0.297,2.3,Hard
3865,Explain the core principle in Microeconomics with example scenario 3864.,Microeconomics,5.86,0.817,2.246,Easy
3866,Identify the probability distribution in Operating Systems with example scenario 3865.,Operating Systems,5.41,0.671,0.761,Medium
3867,Compare the logical equivalence in Algebra with example scenario 3866.,Algebra,1.4,0.162,1.27,Hard
3868,Evaluate the probability distribution in Electromagnetism with example scenario 3867.,Electromagnetism,8.99,0.917,2.111,Easy
